 # Test of the spline interpolation (output from subroutine SPLERR)
 #        x                y(x)          y_spline(x)      rel.dif.
   1.4499567000E-03 -7.8121529000E+01 -7.8121528867E+01  1.6968E-09
   1.4784450000E-03 -7.8104484000E+01 -7.8104484427E+01  5.4652E-09
   1.5074910000E-03 -7.8087117000E+01 -7.8087116577E+01  5.4156E-09
   1.5371057000E-03 -7.8069420000E+01 -7.8069419982E+01  2.2745E-10
   1.5673001000E-03 -7.8051388000E+01 -7.8051388483E+01  6.1867E-09
   1.5980856000E-03 -7.8033016000E+01 -7.8033015267E+01  9.3920E-09
   1.6294738000E-03 -7.8014296000E+01 -7.8014296760E+01  9.7364E-09
   1.6614765000E-03 -7.7995224000E+01 -7.7995223350E+01  8.3280E-09
   1.6941057000E-03 -7.7975792000E+01 -7.7975792538E+01  6.8932E-09
   1.7273736000E-03 -7.7955995000E+01 -7.7955994658E+01  4.3851E-09
   1.7612929000E-03 -7.7935825000E+01 -7.7935825026E+01  3.3884E-10
   1.7958761000E-03 -7.7915276000E+01 -7.7915276128E+01  1.6484E-09
   1.8311364000E-03 -7.7894342000E+01 -7.7894341935E+01  8.3734E-10
   1.8670869000E-03 -7.7873016000E+01 -7.7873016019E+01  2.4981E-10
   1.9037412000E-03 -7.7851291000E+01 -7.7851290962E+01  4.9306E-10
   1.9411131000E-03 -7.7829160000E+01 -7.7829160138E+01  1.7754E-09
   1.9792165000E-03 -7.7806616000E+01 -7.7806615759E+01  3.0933E-09
   2.0180659000E-03 -7.7783651000E+01 -7.7783651026E+01  3.3132E-10
   2.0576758000E-03 -7.7760259000E+01 -7.7760259548E+01  7.0439E-09
   2.0980611000E-03 -7.7736433000E+01 -7.7736431911E+01  1.4013E-08
   2.1392370000E-03 -7.7712163000E+01 -7.7712164307E+01  1.6814E-08
   2.1812190000E-03 -7.7687445000E+01 -7.7687443776E+01  1.5750E-08
   2.2240228000E-03 -7.7662268000E+01 -7.7662268991E+01  1.2758E-08
   2.2676645000E-03 -7.7636627000E+01 -7.7636626347E+01  8.4087E-09
   2.3121605000E-03 -7.7610512000E+01 -7.7610512281E+01  3.6235E-09
   2.3575275000E-03 -7.7583916000E+01 -7.7583915908E+01  1.1920E-09
   2.4037827000E-03 -7.7556831000E+01 -7.7556831131E+01  1.6882E-09
   2.4509433000E-03 -7.7529249000E+01 -7.7529248867E+01  1.7138E-09
   2.4990271000E-03 -7.7501161000E+01 -7.7501160966E+01  4.4494E-10
   2.5480521000E-03 -7.7472559000E+01 -7.7472559203E+01  2.6230E-09
   2.5980369000E-03 -7.7443435000E+01 -7.7443434681E+01  4.1173E-09
   2.6490001000E-03 -7.7413780000E+01 -7.7413780573E+01  7.3977E-09
   2.7009609000E-03 -7.7383586000E+01 -7.7383585188E+01  1.0489E-08
   2.7539389000E-03 -7.7352842000E+01 -7.7352842629E+01  8.1305E-09
   2.8079538000E-03 -7.7321542000E+01 -7.7321541873E+01  1.6399E-09
   2.8630262000E-03 -7.7289676000E+01 -7.7289675917E+01  1.0773E-09
   2.9191765000E-03 -7.7257234000E+01 -7.7257233866E+01  1.7360E-09
   2.9764260000E-03 -7.7224207000E+01 -7.7224207265E+01  3.4282E-09
   3.0347962000E-03 -7.7190587000E+01 -7.7190586919E+01  1.0478E-09
   3.0943089000E-03 -7.7156364000E+01 -7.7156363943E+01  7.4240E-10
   3.1549865000E-03 -7.7121528000E+01 -7.7121527866E+01  1.7385E-09
   3.2168518000E-03 -7.7086070000E+01 -7.7086070572E+01  7.4201E-09
   3.2799282000E-03 -7.7049981000E+01 -7.7049980090E+01  1.1809E-08
